#Sample ID	Index.AO	all_data	Latitude	Longitude	Depth	Date.Collection	PlotCreated	Type	Dry.weight.g_g.2017	ResinP.ppm.2017	Soil.pH.water.2017	Soil.pH.CaCl2.2017	pH.water	pH.CaCl2	LOI.per	Total.C.per	Total.N.per	Total.P.mg_kg	DOC_mg.C_kg	DON_mg.N_kg	DOC_DON	NH4.mg.N_kg	NO3.mg.N_kg	TDN.mg.N_kg	DIN.mg.N_kg	ResinP.mg_kg	Meh.Al.mg.Al_kg	Meh.Ca.mg.Ca_kg	Meh.Fe.mg.Fe_kg	Meh.K.mg.K_kg	Meh.Mg.mg.Mg_kg	Meh.Mn.mg.Mn_kg	Meh.P.mg.P_kg	Meh.Zn.mg.Zn_kg	Ca_Mg	N.E_TP.mg_kg	N.E.Pi.mg_kg	NE.Po.mg_kg	C.N	C.P	N.P	C.Po	C.N.atomic	C.P.atomic	N.P.atomic	C.Po.atomic	TEB	ECEC	BS	FumRel.C	FumRel.N	FumRel.P	MUP	bisMUP	BG	NAG	SULF	MUP.1	bisMUP.1	MUP.2	bisMUP.2	PME.PDE	PME.PDE.1	MUP.SMBC.corr	bisMUP.SMBcorr	BG.SMB	NAG.SMB	SULF.SMB	BG.NA	BG.AP	NA.AP	MUP.TC	bisMUP.TC	BG.TC	NAG.TC	SULF.TC	SMB.C	SMB.N	SMB.P	SMB.C.N	SMB.C.P	SM.N.P	SMB.C.N.1	SMB.C.P.1	SM.N.P.1	Ox.Al	Ox.Fe	Ox.Mn	Ox.P	Ox.Al.1	Ox.Fe.1	Ox.Mn.1	Ox.P.1	DPS	Date.Soil.Measurements	MAT	MDR	MAXT	MINT	MAP	PSEA	Aridity_Index	NPP_2008_2019
Mad_0303	354	yes	9.21146	-79.5998	0-10 cm	07-Sep-17	Maddem	plot	0.54	20.07	6.95	6.2	6.65	6.34	22.11	7.53	0.73	1467	50	7.6	6.5	0.24	3.78	11.61	4.02	14.02	739.8	8057.5	95.3	48.1	427.4	72.8	12.8	4	11.4	867.3	122.1	745.3	10.3	51.3	5	101	12	132.4	11.1	260.5	43.8	52.9	83	545.8	110	45.2	20.3	2.4	6.7	3.1	8.2	8	1.3	62.7	4.7	8.6	6.4	17	2	5.6	2.5	6.7	2.19	0.33	0.15	27	3.2	9	4.1	10.9	1213	245	113	5	10.7	2.2	5.8	27.7	4.8	3.7	3.8	0.78	521	137.3	68.9	14.2	16.8	8.2	15-Sep-08	26.3	7.3	31.5	21.7	2384	62	1.67	0.68
Mad_0402	356	yes	9.21146	-79.5998	0-10 cm	07-Sep-17	Maddem	plot	0.49	45.09	6.7	6.13	6.08	5.76	44.14	5.92	0.58	1048	51	6.85	7.4	0.89	4.85	12.59	5.75	17.35	842.4	7406.4	143.7	38.5	249.8	68.3	17.7	4.2	18	839.1	161.8	677.3	10.2	56.4	5.5	87.3	11.9	145.5	12.3	225.3	39.1	49.5	79	461.7	79.9	34.7	14.2	2.2	4.5	2.7	6.7	6.9	1.1	21	1.8	6.5	6.1	14	2.1	4.4	2.7	6.5	1.66	0.32	0.19	23.9	3.7	7.7	4.6	11.3	1026	178	87	5.8	11.8	2	6.7	30.5	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Sep-08	26.3	7.3	31.5	21.7	2384	62	1.67	0.68
Mad_0404	357	yes	9.21146	-79.5998	0-10 cm	07-Sep-17	Maddem	plot	0.32	34	7.06	6.53	6.65	6.53	33.4	15.12	1.35	1935	105	12.46	8.4	2.22	9.31	23.99	11.52	33.01	434.3	10151.3	97.8	141.6	468.3	72.2	20.2	5.8	13.1	1094.8	134.8	959.9	11.2	78.1	7	157.5	13.1	201.5	15.4	406.2	54.9	60.5	91	1472.2	257.7	109.2	38.5	5.4	13	9	15.2	17.8	2.4	96.3	6.3	7.2	7.5	12	1.6	4	2.7	4.6	1.45	0.34	0.23	25.5	3.6	8.6	5.9	10	3272	573	273	5.7	12	2.1	6.7	30.9	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Sep-08	26.3	7.3	31.5	21.7	2384	62	1.67	0.68
P14_0202	364	yes	9.15824	-79.8612	0-10 cm	12-Sep-17	P14_BCI	plot	0.62	0.47	6.23	5.32	5.71	4.82	19.68	4.27	0.41	543.5	665.32	39.94	16.7	1.75	2.56	44.25	4.31	1.188	1090.9	1375.4	94.4	23.2	407.7	109.3	2.4	0.8	2	180.9	50.3	130.5	10.4	78.6	7.6	327.1	12.1	202.6	16.8	843.4	10.3	23.3	44	149.4	57.7	26.3	65.1	13.2	3.6	5.1	6.4	37.1	6.4	1.7	0.2	4.9	5.8	196	39.6	10.7	15.3	19.2	0.7	0.05	0.08	152.4	30.8	8.4	11.9	15	332	128	66	2.6	5	1.9	3	13	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-Nov-09	26.4	6.7	31.2	22.2	2581	56	1.86	0.54
P14_0204	365	yes	9.15824	-79.8612	0-10 cm	12-Sep-17	P14_BCI	plot	0.6	2.72	6.59	5.75	5.7	4.73	19.54	4.01	0.37	557.37	610.82	37.42775	16.3	1.547	2.1995	41.17425	3.7465	1.521	945.9	1310.2	94.9	32	409.1	86.7	2.8	0.6	1.9	199.2	52.5	146.8	11	72	6.6	273.5	12.8	185.7	14.5	705.3	10	21.3	47	127.7	49.3	20.3	66.1	9.8	6.1	4.3	6	32.5	5.3	1.4	0.3	6.7	6.2	233	34.6	21.6	15.2	21.1	1.43	0.09	0.07	164.8	24.4	15.3	10.7	14.9	284	110	51	2.6	5.6	2.2	3	14.4	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-Nov-09	26.4	6.7	31.2	22.2	2581	56	1.86	0.54
P14_0303	367	yes	9.15824	-79.8612	0-10 cm	12-Sep-17	P14_BCI	plot	0.62	0.47	6.32	5.42	6.06	5.14	18.34	3.96	0.35	567.69	539.32	29.98575	18	1.4845	2.254	33.72425	3.7385	1.92	856	1498.7	103.6	57.6	412.2	78.3	2.9	0.8	2.2	173.8	50.6	123.2	11.2	69.8	6.2	321.4	13	179.9	13.8	828.8	11	21.4	52	114.5	44.2	18.1	49	7	7.2	4.9	5.8	23.8	4.3	2.7	0.4	7	5.5	193	27.7	28.5	19.3	22.6	1.48	0.15	0.1	123.8	17.8	18.3	12.4	14.5	254	98	45	2.6	5.6	2.2	3	14.5	4.8	2.4	4.6	1.21	46.4	89.7	81.5	21.9	1.5	0.9	11-Nov-09	26.4	6.7	31.2	22.2	2581	56	1.86	0.54
P14_0402	369	yes	9.15824	-79.8612	0-10 cm	12-Sep-17	P14_BCI	plot	0.64	0.45	6.01	4.98	6.35	5.45	19.37	4.52	0.43	487.33	413.07	27.34	15.1	1.54	1.92	30.8	3.46	0.739	812.4	1849.4	125.3	25.3	256.9	338.3	2	1.7	4.4	209.9	40.4	169.5	10.6	92.8	8.8	266.7	12.3	239.3	19.4	687.8	11.4	22.3	51	158.9	77.7	23	27.4	5	3.8	4.8	6.1	14.9	3.2	9.3	1	5.4	4.6	77	14.3	10.7	13.5	17.1	0.79	0.14	0.17	60.5	11.1	8.3	10.5	13.4	353	173	57	2	6.2	3	2.4	15.9	6.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-Nov-09	26.4	6.7	31.2	22.2	2581	56	1.86	0.54
P14_0404	370	yes	9.15824	-79.8612	0-10 cm	12-Sep-17	P14_BCI	plot	0.59	0.51	6.87	6.2	6.44	5.66	21.68	5.18	0.51	519.14	413.32	25.85325	16	1.4285	3.7675	31.04925	5.196	2.292	640.5	2355.5	123.9	47.4	587.5	239.8	2.7	5.6	2.4	229.9	45	184.9	10.2	99.8	9.8	280.2	11.9	257.3	21.7	722.6	16.7	25.4	66	306.4	107.6	31.5	31	4.7	4	6.3	7.7	17.5	3.5	15.9	1.6	6.6	5	46	6.9	5.9	9.3	11.4	0.63	0.13	0.2	59.8	9.1	7.7	12.2	14.9	681	239	79	2.8	8.6	3	3.3	22.3	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-Nov-09	26.4	6.7	31.2	22.2	2581	56	1.86	0.54
P12_0202	377	yes	9.17936	-79.8296	0-10 cm	13-Sep-17	P12_BCI	plot	0.63	5.45	5.28	4.08	5.57	4.87	19.62	6.01	0.44	380	165	14.04	11.7	0.68	0.4	15.12	1.08	1.58	510.1	1583.7	214.5	45.6	708.3	16.5	2.9	2.5	1.4	138.7	52.5	86.2	13.7	158.3	11.5	696.8	16	408.1	25.5	1797	13.8	20.7	67	544	71.7	39.3	50.6	7.4	6.5	22.1	6.2	24.3	4.3	0.5	0.2	6.8	5.6	42	6.1	5.4	18.3	5.1	0.3	0.13	0.44	84.3	12.4	10.9	36.7	10.3	1209	159	98	7.6	12.3	1.6	8.8	31.7	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Jul-09	26.6	6.7	31.5	22.4	2648	55	1.89	0.54
P12_0204	378	yes	9.17936	-79.8296	0-10 cm	13-Sep-17	P12_BCI	plot	0.63	7.79	5.79	4.86	5.4	4.38	17.25	4.34	0.37	325	215	15.95	13.5	0.42	0.24	16.61	0.66	0.58	673.8	725.5	126.3	61.7	322.4	12.9	2.2	4.3	1.4	141.5	48.5	93	11.8	133.8	11.4	467.3	13.7	345.1	25.1	1205.2	6.4	14.7	44	415.6	66.3	31.1	52.6	9.2	4.9	4.4	4.8	27.5	4.8	0.2	0.3	5.7	5.7	57	9.9	5.3	4.7	5.2	1.13	0.09	0.08	121.1	21.1	11.4	10	11	924	147	78	6.3	11.9	1.9	7.3	30.7	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Jul-09	26.6	6.7	31.5	22.4	2648	55	1.89	0.54
P12_0303	380	yes	9.17936	-79.8296	0-10 cm	13-Sep-17	P12_BCI	plot	0.66	9.71	5.33	4.47	4.91	4.02	15.52	3.8	0.3	327	393	25.55	15.4	0.82	0.34	26.71	1.16	1.74	672.1	383.8	83.3	114.1	278.8	32.2	2.4	4.8	0.8	126.5	44.1	82.4	12.5	116.3	9.3	461.6	14.6	299.8	20.6	1190.5	4.5	12.5	36	315.4	47.1	22.9	46.6	7.9	4.1	7.4	4.4	19	3.7	0.2	0.2	5.9	5.2	66	11.3	5.9	10.6	6.3	0.56	0.09	0.16	122.4	20.8	10.9	19.6	11.7	701	105	57	6.7	12.2	1.8	7.8	31.5	4	2.8	6.3	0.32	47.3	103.5	112.8	5.9	1.5	0.7	27-Jul-09	26.6	6.7	31.5	22.4	2648	55	1.89	0.54
P12_0402	382	yes	9.17936	-79.8296	0-10 cm	13-Sep-17	P12_BCI	plot	0.58	8.99	5.03	3.99	5.07	4.11	16	3.77	0.3	306	400	26.99	14.8	0.19	0.03	27.21	0.22	1.33	770.5	397.6	74.5	33.3	268.2	18	2	1	0.9	117	39.2	77.8	12.4	123.4	10	485.1	14.4	318.1	22	1251.1	4.3	13.3	32	337.1	46.1	15.3	43.5	6.8	3.6	3.1	3.5	19.3	3.8	0	0.1	6.4	5	58	9	4.7	4.1	4.6	1.15	0.08	0.07	115.3	17.9	9.4	8.2	9.2	749	102	38	7.3	19.6	2.7	8.5	50.5	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Jul-09	26.6	6.7	31.5	22.4	2648	55	1.89	0.54
P12_0404	383	yes	9.17936	-79.8296	0-10 cm	13-Sep-17	P12_BCI	plot	0.57	8.77	5.26	4.14	5.39	4.37	16.89	3.92	0.32	300	251	18.09	13.9	0.55	0	18.64	0.55	1.19	682.8	766.4	68	28.3	384.9	17.8	2.2	3.4	1.2	107.9	33.7	74.3	12.3	130.7	10.6	527.8	14.4	337.1	23.5	1361.2	7.1	15.1	47	348.9	50.6	22.7	62.2	10.1	3.8	4.7	4.5	27.4	4.9	0.1	0.1	6.2	5.7	80	13	4.9	6	5.8	0.81	0.06	0.07	158.6	25.7	9.7	11.9	11.4	775	112	57	6.9	13.7	2	8	35.3	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Jul-09	26.6	6.7	31.5	22.4	2648	55	1.89	0.54
P13_0202	390	yes	9.18788	-79.821	0-10 cm	13-Sep-17	P13_BCI	plot	0.63	2.43	6.56	5.77	7.13	6.87	8.95	11.73	1.02	747.98	189.43	12.19	15.5	3.5	5.27	20.95	8.77	6.22	246.9	10750.9	213.3	257	493.6	60.7	5.8	10.2	13.2	403.7	50.6	353	11.5	156.9	13.6	332.3	13.4	404.5	30.2	857	58.4	62.5	93	1048.4	206.9	104	33.9	4.8	7.3	9.5	11.8	17.1	2.2	78.9	5.8	7	7.8	15	2.1	3.1	4.1	5.1	0.77	0.21	0.28	28.9	4.1	6.2	8.1	10.1	2330	460	260	5.1	9	1.8	5.9	23.1	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Jul-09	26.6	6.7	31.5	22.4	2675	56	1.92	0.54
P13_0204	391	yes	9.18788	-79.821	0-10 cm	13-Sep-17	P13_BCI	plot	0.61	6.42	6.4	5.56	6.64	5.5	28.59	4.19	0.35	488.72	38.75	2.61	14.8	1.01	2.3	5.91	3.3	8.59	747.6	6542.4	146.9	335.5	1202.4	111.6	3.3	3.1	3.3	273.8	54.9	219	12.1	85.7	7.1	191.4	14.1	221.1	15.7	493.5	43.4	52.9	82	342.5	55.2	28.7	25.6	3.3	7.4	3.7	4.6	14.8	1.3	12.1	1	7.8	11.2	34	4.3	9.7	4.9	6.1	1.97	0.29	0.15	61.1	7.8	17.6	8.9	11	761	123	72	6.2	10.6	1.7	7.2	27.3	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Jul-09	26.6	6.7	31.5	22.4	2675	56	1.92	0.54
P13_0303	393	yes	9.18788	-79.821	0-10 cm	13-Sep-17	P13_BCI	plot	0.63	8.92	6.34	5.3	6.21	5.16	19.3	2.95	0.28	388.14	53.6	4.69	11.4	1.24	0.91	6.84	2.15	3.89	744.4	4814.2	140.5	71.5	957.8	65.4	2	2.1	3	194.4	32.9	161.5	10.7	76.1	7.1	182.9	12.5	196.3	15.7	471.7	32.1	41.4	78	256.9	39.2	17.3	16.1	3	5	4.3	4.2	9.5	1.2	5.3	0.5	5.4	7.9	28	5.2	8.7	7.5	7.3	1.16	0.31	0.27	54.5	10.1	16.9	14.5	14.2	571	87	43	6.5	13.2	2	7.6	34	4.5	2.6	8.2	0.72	82.6	98	147.6	13.1	2.7	1.1	13-Jul-09	26.6	6.7	31.5	22.4	2675	56	1.92	0.54
P13_0402	395	yes	9.18788	-79.821	0-10 cm	13-Sep-17	P13_BCI	plot	0.67	1.33	6.49	5.63	5.96	4.95	19.39	2.62	0.23	366.87	79.68	5.62	14.2	1.05	0.56	7.24	1.61	4.33	794.6	3744.2	112.9	264.7	1086	22.9	2.9	1.3	2.1	154.9	33.8	121.2	11.3	71.3	6.3	215.9	13.2	183.8	13.9	556.7	28.3	37.8	75	200.4	30.6	14.5	17.8	3.1	4.2	3.6	3	10.5	1.5	3.5	0.4	5.7	7.2	40	7	9.5	8	6.8	1.19	0.24	0.2	68.1	11.9	16.2	13.6	11.6	445	68	36	6.6	12.3	1.9	7.6	31.7	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Jul-09	26.6	6.7	31.5	22.4	2675	56	1.92	0.54
P13_0404	396	yes	9.18788	-79.821	0-10 cm	13-Sep-17	P13_BCI	plot	0.64	9.77	6.66	5.74	6.07	5.04	13.47	2.7	0.26	347.4	59.6	4.71	12.7	0.32	1.72	6.75	2.04	6.02	758.3	4026.3	127.9	333	1116.9	19.1	4	0.4	2.2	166.6	36.4	130.2	10.5	77.7	7.4	207.4	12.3	200.5	16.3	534.9	30.1	39.3	77	169.2	25.6	15.5	12.8	2.6	2.7	2.2	2.1	10.1	1.2	1.1	0.2	5	8.1	34	6.8	7.2	5.7	5.7	1.26	0.21	0.17	47.5	9.5	10.1	8	7.9	376	57	39	6.6	9.7	1.5	7.7	25	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Jul-09	26.6	6.7	31.5	22.4	2675	56	1.92	0.54
P10_0202	403	yes	9.14462	-79.8587	0-10 cm	14-Sep-17	P10	plot	0.64	1.78	7.33	6.72	6.65	5.6	17.96719548	4.15	0.43	438.6663081	41	5.04	8.1	1.39	3.11	9.54	4.5	3.399	625	3872.5	92.7	128.6	782.2	111.8	7.5	9.1	3	203.4	35.8	167.5	9.7	94.6	9.8	247.6	11.3	243.8	21.6	638.5	26.1	33.9	77	188.3	61.1	33.7	20.2	3.3	3.7	4.4	6.3	11.7	3	15.8	1.6	6.1	3.9	48	7.9	8.8	10.5	15.1	0.84	0.18	0.22	48.7	8	8.9	10.6	15.3	419	136	84	3.1	5	1.6	3.6	12.8	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-09	26.7	6.7	31.5	22.5	2542	56	1.82	0.54
P10_0204	404	yes	9.14462	-79.8587	0-10 cm	14-Sep-17	P10	plot	0.66	0.49	6.1	5.18	6.57	5.54	15.04051226	2.99	0.27	402.0265074	51.37	6.78	7.6	1.68	2.65	11.1	4.32	2.048	995.2	3370.9	88.3	241.1	1108.3	103.5	8.6	6.7	1.8	205	36.7	168.4	10.9	74.3	6.8	177.4	12.8	191.5	15	457.4	26.6	38.5	69	188.9	55.3	26.5	25.3	5.7	4.2	8.4	5.9	14.3	3.4	5.2	0.6	4.5	4.3	60	13.5	10.1	20	14.1	0.5	0.17	0.33	84.6	19	14.1	28.1	19.9	420	123	66	3.4	6.3	1.9	4	16.3	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-09	26.7	6.7	31.5	22.5	2542	56	1.82	0.54
P10_0402	408	yes	9.14462	-79.8587	0-10 cm	14-Sep-17	P10	plot	0.57	1.68	6.24	5.11	6.13	5.25	17.9218652	3.67	0.32	488.3965289	177	20.06	8.8	1.39	4.17	25.62	5.56	4.884	807.5	2051	153.6	62.7	428.8	206.2	4.9	3.8	2.9	186.5	52	134.5	11.3	75.2	6.6	273.2	13.2	194	14.7	704.7	13.9	24.5	57	224.5	73.5	31.8	31.7	4.4	4	4.2	5.7	15.3	3.2	2.6	0.4	7.2	4.8	64	8.8	7.9	8.5	11.3	0.93	0.12	0.13	86.3	11.9	10.8	11.5	15.4	499	163	80	3.1	6.3	2.1	3.6	16.2	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-09	26.7	6.7	31.5	22.5	2542	56	1.82	0.54
P10_0404	409	yes	9.14462	-79.8587	0-10 cm	14-Sep-17	P10	plot	0.69	2.59	5.98	5	5.88	5.16	20.71152442	6.43	0.58	696.4780076	74.12	7.76	9.5	1.46	4.13	13.35	5.59	6.747	735.5	2630.7	188	72.8	740.6	258.7	5.2	1.5	2.2	272.9	58.4	214.5	11.1	92.3	8.3	299.8	12.9	238.1	18.4	773.2	19.4	29.5	66	270.1	87.5	52.5	36.2	5.7	6.7	5.9	8.6	18.3	3.5	3.8	0.6	6.4	5.3	60	9.4	11.2	9.8	14.3	1.15	0.19	0.16	56.3	8.8	10.5	9.1	13.4	600	195	131	3.1	4.6	1.5	3.6	11.8	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-09	26.7	6.7	31.5	22.5	2542	56	1.82	0.54
Met_tr0104	416	yes	8.993096	-79.54860204	0-10 cm	25-Sep-17	Metropolitano	transect	0.61	8.7	6.22	5.63	7.02	6.21	16.9812931	5.21	0.44	541.3395235	57.13282128	7.609028577	7.5	1.2044779	3.123993524	11.9375	4.328471423	4.878436826	600.6	3704	201.7	53.9	675.1	225.6	2.2	6.7	3.3	262.7	47.3	215.4	11.7	96.2	8.2	241.8	13.7	248.1	18.1	623.5	24.2	32.8	74	358.8	81.1	23.4	32.7	2.8	6.4	6	3.3	14.6	0.9	15.2	1.5	11.9	16	41	3.5	8.1	7.5	4.2	1.08	0.2	0.18	62.7	5.3	12.4	11.4	6.4	797	180	58	4.4	13.6	3.1	5.2	35.2	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-10	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_tr0105	417	yes	8.993732	-79.54923616	0-10 cm	25-Sep-17	Metropolitano	transect	0.59	7.79	7.72	7.12	6.88	5.43	17.08145378	5.31	0.48	502.3480781	48.54187984	6.756175867	7.2	0.982671821	2.623652312	10.3625	3.606324133	3.48500071	928	2338.2	199	113.2	506.4	226.7	1.9	4.5	2.8	210	39.3	170.8	11.2	105.8	9.5	311.1	13	272.8	21	802.4	16.1	28.3	57	374.1	83	46	32.4	4.2	12.1	7.6	5.2	15.6	1.5	18.2	1.7	7.7	10.4	39	5	14.5	9.1	6.2	1.6	0.37	0.23	60.9	7.9	22.8	14.2	9.7	831	184	115	4.5	7.2	1.6	5.3	18.7	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-10	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_tr0202	419	yes	8.992373	-79.54439665	0-10 cm	25-Sep-17	Metropolitano	transect	0.64	1.37	7.03	6.15	6.24	5.31	19.02881081	5.55	0.42	492.5468069	53.47824855	6.153186228	8.7	1.708978315	1.292835457	9.155	3.001813772	2.699004598	1067.6	2939.2	211.6	31.3	795.4	150.3	2.4	5.3	2.2	251.7	39.2	212.5	13.1	112.6	8.6	261	15.3	290.4	19	673.2	21.3	34.8	61	315.9	57.2	29	21	2.8	6.6	4.5	3.1	11.5	1.1	7.2	0.6	7.5	10.4	30	4	9.4	6.4	4.4	1.47	0.31	0.21	37.9	5.1	11.9	8.1	5.5	702	127	73	5.5	9.7	1.8	6.4	24.9	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-10	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_tr0204	421	yes	8.994182	-79.54438942	0-10 cm	25-Sep-17	Metropolitano	transect	0.67	6.09	6.57	5.91	6.86	6.19	15.26138567	3.72	0.31	495.1770348	39.00604554	4.849456895	8	1.0254925	1.220050605	7.095	2.245543105	4.086607792	1206.4	4628.4	161.6	39.7	864.4	113.4	3.1	2.3	3.2	211.4	30.1	181.3	11.8	75.1	6.3	205.2	13.8	193.7	14	529.1	30.3	45	67	231.8	42.9	32.1	14.5	2.1	6.3	4.5	2.3	8.4	0.8	9	0.8	6.9	10.8	28	4.1	12.3	8.8	4.5	1.4	0.44	0.31	38.9	5.7	17	12.1	6.2	515	95	80	5.4	6.4	1.2	6.3	16.6	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-10	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_tr0205	422	yes	8.995086	-79.54438581	0-10 cm	25-Sep-17	Metropolitano	transect	0.64	4.56	6.47	5.74	6.42	5.46	15.64239985	4.07	0.34	400.3983067	43.31214158	4.485363503	9.7	1.435283346	0.56685315	6.4875	2.002136497	2.786868252	1116.1	2505.6	195.7	33.1	734	46.6	1.9	3.3	2.1	168.9	32.6	136.3	12.1	101.6	8.4	298.5	14.1	262.1	18.7	769.8	18.6	32.3	58	174.3	29	9.2	17.7	2.6	5.9	4.6	2.8	9	1	4.5	0.5	6.8	8.6	46	6.8	15.2	12	7.2	1.27	0.33	0.26	43.6	6.4	14.5	11.4	6.9	387	64	23	6	16.8	2.8	7	43.3	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	26-Oct-10	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
She3_0202	436	yes	9.26033	-79.956	0-10 cm	27-Sep-17	Sherman3	plot	0.57	8.26	6.53	5.83	6.28	5.35	17.52854386	4.66	0.5	775.9329738	81.215	7.02275	11.6	2.1885	1.4905	10.70175	3.679	4.329	2838.1	312.8	64.3	15.9	484.1	67.6	5	1.6	0.4	371	60.6	310.4	9.3	60	6.5	150.1	10.9	154.8	14.3	387.1	5.6	37.7	15	223.7	70.7	46.7	33.7	3.4	8.2	8.1	6.7	19.3	2.2	5.9	0.5	9.8	8.6	68	6.9	16.4	16.2	13.4	1.01	0.24	0.24	72.3	7.4	17.5	17.3	14.3	497	157	117	3.2	4.3	1.3	3.7	11	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	12-Oct-10	26	6.3	30.4	22.1	3106	53	2.31	0.63
She3_0204	437	yes	9.26033	-79.956	0-10 cm	27-Sep-17	Sherman3	plot	0.49	15.53	6.59	5.9	6.44	5.48	14.2692489	3.66	0.39	672.8690428	53.315	3.73075	14.3	1.1555	1.558	6.44425	2.7135	8.251	1307.7	2407.1	73.1	17.5	1293.4	31.7	6.6	6.4	1.1	314.4	44.4	270	9.5	54.4	5.7	135.5	11	140.2	12.7	349.4	22.7	37.8	60	243.6	64.1	36	23.1	3	8	6.1	6.6	14.5	2.2	10.6	0.8	7.6	6.5	43	5.6	14.8	11.3	12.2	1.31	0.35	0.27	63	8.3	21.9	16.7	18	541	142	90	3.8	6	1.6	4.4	15.5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	12-Oct-10	26	6.3	30.4	22.1	3106	53	2.31	0.63
She3_0303	439	yes	9.26033	-79.956	0-10 cm	27-Sep-17	Sherman3	plot	0.52	9.07	7.42	6.56	6.8	5.81	10.91491101	3.03	0.28	541.1962214	34.415	1.98225	17.4	0.895	0.7395	3.61675	1.6345	4.588	952.1	3071.9	175.7	30.8	222.2	56.1	4.7	4.2	8.4	236.1	62.3	173.8	10.8	55.9	5.2	174.2	12.5	144.2	11.5	449.1	17.2	29	59	98.5	30.3	12.7	14.9	2.2	6.9	3.6	4.6	9.5	1.8	9.7	0.6	6.9	5.4	68	9.9	31.6	16.6	20.9	1.9	0.46	0.24	49.2	7.1	22.8	12	15.1	219	67	32	3.3	6.9	2.1	3.8	17.7	4.7	1.9	5.5	0.33	109.8	71.1	97.7	6.1	3.5	2.1	12-Oct-10	26	6.3	30.4	22.1	3106	53	2.31	0.63
She3_0402	441	yes	9.26033	-79.956	0-10 cm	27-Sep-17	Sherman3	plot	0.61	4.47	6.37	5.33	6	4.92	12.97989031	2.8	0.29	396.7585431	77.74	6.79725	11.4	2.01	0.9895	9.79675	2.9995	3.543	936.3	1915.2	194.1	46.4	671.8	44.5	3.4	4.7	1.7	152.6	33.8	118.7	9.8	70.6	7.2	235.8	11.4	181.9	15.9	608	15.2	26.8	57	236.9	47.7	19.2	24.6	3	4.5	4.1	4.1	15.7	2	1.2	0.1	8.1	7.8	47	5.8	8.5	7.8	7.9	1.08	0.18	0.17	88	10.9	15.9	14.7	14.8	526	106	48	5	10.9	2.2	5.8	28.2	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	12-Oct-10	26	6.3	30.4	22.1	3106	53	2.31	0.63
She3_0404	442	yes	9.26033	-79.956	0-10 cm	27-Sep-17	Sherman3	plot	0.57	6.19	6.47	5.64	6.01	4.91	15.99066032	3.57	0.34	464.7073391	68.39	5.55875	12.3	2.2055	0.9575	8.72175	3.163	3.639	990.3	2631.6	219.9	64.6	1052.3	95.2	3	7	1.5	185.6	36	149.6	10.4	76.8	7.4	238.6	12.1	198.1	16.4	615.4	22	34.5	64	250	49.6	24.4	25.5	3	4.8	4.2	4.6	17.9	2	2	0.2	8.4	9	46	5.5	8.7	7.6	8.3	1.15	0.19	0.16	71.6	8.5	13.5	11.8	13	556	110	61	5	9.1	1.8	5.9	23.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	12-Oct-10	26	6.3	30.4	22.1	3106	53	2.31	0.63
